Date,AXISBANK.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,RELIANCE.NS,SBIN.NS,TCS.NS
2025-03-03,-0.008172906560010018,-0.01780764878383778,-0.00611788686110748,0.0017439925937270395,0.012383699962351002,0.006202597301228963,0.006122145039632265,-0.02403966050217987,0.009436638152801935,0.0028134225201232876
2025-03-04,-0.0054107384624565436,0.004965975510142551,-0.008957920519407803,0.0034820147406615654,-0.011880982820250519,-0.006541746643851765,-0.0035516270199914546,-0.007982871931567215,0.02984323784391485,0.011165089965569752
2025-03-05,0.012627293701335418,-0.011695892504920313,0.006072127006693462,0.004378702422326519,0.013741602270663344,0.025832536625597813,0.01326128873144694,0.011791037549914618,0.01997064386043057,0.004246773566052742
2025-03-06,0.01936999945262574,0.0007100276452911558,0.02234563908864251,0.0019331648108755761,0.002541574708771366,0.001604827665371955,-0.005897247630789693,0.02892140024113332,0.0023276907824127946,0.01537902838988714
2025-03-07,0.0034330827104978034,-0.0011529854002858553,-0.006489490933858311,-0.0028734996636491372,-0.017396600326638034,-0.004436828928284009,0.007129094669653391,0.033234190762060356,0.0009562150790771717,0.0026653890293186766
2025-03-10,-0.0017348055278764152,-0.001035962359352438,0.01959575042866568,0.0002469258341342151,0.009163678675508047,0.002723470516948545,-0.007052804091399301,-0.00912152760140239,-0.0052541163447406,-0.005967529576211272
2025-03-11,-0.009846980050686183,-0.0011852056843066894,-0.013702600963168443,0.02514720761194389,-0.023421220081417893,0.0029629472738124107,0.006998796681379371,0.007186715457569104,0.0013032980838665331,-0.003997554731944186
2025-03-12,-0.01408858897313281,0.015218083715971664,-0.010848166290104766,-0.0011643391407398784,-0.042579418375851996,0.015263412967267076,0.024467787957752396,0.007816857918678366,-0.009316970470412356,-0.01932710309057928
2025-03-13,-0.0009889234532166613,-0.0026591016406604107,-0.008253902395011004,0.004903776646714375,-0.006914565563250541,-0.0008487426369954143,0.001286188816340017,-0.007278886208929469,0.00663853101738332,0.001383264988924493
2025-03-17,0.02370819249749534,0.002226731480423627,-0.0016323932155061227,0.015159418929287405,0.006456384925908276,-0.009950159068887854,0.004030052924880456,-0.007252312899922453,-0.006457373371916653,-0.0038023140217096074
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-19,0.017308949364305493,0.01970296552482509,0.013264343325355421,0.03475167673205126,-0.002201174624132718,-0.012011326342706075,0.014274307558579835,0.006699849341436304,0.030353250678354593,-0.0001714205121813306
2025-03-20,0.0021861483549887595,0.01413332872918982,0.019249517752818912,0.006549410190538341,0.018278672037373767,0.002233000380468919,0.006974834819668763,0.017640212849612702,0.005972383180096408,0.018886980591955815
2025-03-21,0.014985526995803022,0.0009046232633100892,0.0016946325596971512,0.01619131941565044,-0.014236656037051043,0.003960865296726457,0.02129533445147258,0.005673014136038379,0.004869634586773808,0.004195765391993067
2025-03-24,0.025884149240859466,0.016748114904685973,0.004451881881962105,0.011205459247430216,0.0001255328734450778,0.013191949505848788,0.04672918182548158,0.02017473148609139,0.036643638247719545,0.014211426360335011
2025-03-25,0.018855191802007232,0.011916642875341221,0.006692784494460646,-0.010639562045197226,0.022414015140239885,-0.002677074123555667,-0.0028260482554394173,-0.012787017018420888,-0.010181875768341286,0.007936244168071704
2025-03-26,-0.0199365659684001,-0.008180254508551088,-0.01116111360876193,-0.00580483653985675,-0.017808287800527345,-0.0059784379431042645,-0.011566910157642107,-0.009646359885421396,-0.011451106103507858,-0.006000976356299148
2025-03-27,0.001915564485247101,0.010406523415207092,-0.000578777252043805,0.0005614233726158879,0.0025634445165412245,0.005155282592925303,-0.007576071815367347,0.004045309001149411,0.0108638429856458,0.00423564202594906
2025-03-28,0.0033231368186874555,0.0015613342433735689,0.0063261630663657975,0.008753179874754213,-0.020517031858377832,0.000732648333961361,0.019989185786646768,-0.0024252686646160093,-0.0010358513062819208,-0.012338441290041025
2025-04-01,-0.014882024418298445,-0.03301057241268324,-0.011067540239345641,-0.02217522574820463,-0.02810941470211792,-0.0075655866725891086,-0.01165249145192393,-0.017645697364857216,0.00025929187735318493,-0.015348765391274055
2025-04-02,-0.001059349573092172,0.01643238389010926,0.0018128846788880715,0.009708397271479097,0.015492985043847884,0.005901849987691055,0.00405433850098702,-0.001157479996779065,0.005507293709045902,-0.0019291879376509558
2025-04-03,0.00497948002236992,-0.00114086311229189,0.0029716532108483573,-0.0012769245440069632,-0.034609571756229585,0.0008556176224254752,-0.010210799018363859,-0.0019582414871938125,0.004188426222918151,-0.03972964687392866
2025-04-04,0.0013305416881950194,0.012508063785280799,0.0,0.004324741122012421,-0.02996989634824576,0.0007328897126244183,-0.00030475400197360614,-0.035236730882516665,-0.0150796057407383,-0.03048650209451631
2025-04-07,-0.0397233813120389,-0.032796009705182816,0.0021606944206755685,-0.03575976829153704,-0.0378190586819146,-0.008909080812807169,-0.044138025598656205,-0.03237320012537581,-0.026776935213483344,-0.007683161030875407
2025-04-08,0.02853193976082702,0.006514283130450771,0.01771584131409165,0.009591809262139872,0.02294615186162141,0.016007911990813195,0.008489315820803478,0.014154659879601628,0.029053387915586537,0.005772678179060575
2025-04-09,-0.01502979923277703,-0.002345768363483547,0.026537133752895903,0.0006924228012925582,-0.017567253330524002,0.009089816034002274,-0.0011921695487737693,0.0026645084100167526,-0.03434813330856734,-0.014075557737436295
2025-04-11,0.006876027016629482,0.023654362450834077,0.00687234139270787,0.008340961704316863,0.004096366693560727,0.012611050053817019,0.028499045507024423,0.02834603302253491,0.01569646098764843,-0.004650992483748895
2025-04-15,0.041021624322050476,0.032184910192336824,-0.0019651980196626617,0.02939041497878314,0.011742127094192423,-0.0027279948555832823,0.004263031177018872,0.017351043116696552,0.012801005619859085,0.005167859646772133
2025-04-16,0.04358377888060905,0.007024474317557816,0.0021596225591549167,0.004591958287722964,-0.00904623624140477,0.009633724052025228,0.0015092794401141418,-0.0006450569141414064,0.01080555745604106,0.007881343487427639
2025-04-17,0.025402496116092577,0.015282209814163172,0.0035493601133778085,0.037083413329667136,0.0045290183573243326,0.006596737393835372,0.030470116018201043,0.028403098904663304,0.03330091016410286,0.007666841833848581
2025-04-21,0.027040628298550917,0.010699091498274749,-0.010105265913370909,0.002203848751369586,0.02219094654239462,-0.010298366002778336,0.0243588765453433,0.016476986482864886,0.024139465876529265,0.006881205961873915
2025-04-22,-0.00506949818790936,0.017954442712565077,0.020289245522474353,0.004752435092910456,-0.019434863658897683,0.025422720355956274,0.012224595731325838,-0.003319137245686554,0.006979344491573558,-0.0021677404300852743
2025-04-23,-0.008136039569802356,-0.019268995141984657,0.010464033715293475,0.005577103558739305,0.03661790497150741,-0.006342271040804315,-0.018423876057482746,0.006815381959146771,-0.010882830245987352,0.02974907959462425
2025-04-24,0.00016561247308932714,-0.003690400954718953,-0.04063863164263304,-0.01523454967805582,-0.002373027222837165,-0.0018568570330452783,-0.001796123862633281,0.0012307636032609093,-6.146088152658713e-05,-0.003340207284457164
